sentence,cleanliness,comfort,amenities,staff,value,wifi,location,other
Poi c'è il riscaldamento che è abbastanza rumoroso e se lo spegni continua a fare un rumore.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"L'hotel è molto spartano, ma non è mancato niente.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"Campera piccola  ma questo non è un problema , pareti macchiate, bagno in comune in condizioni pietose, pareti  di carta  e nessuno che interviene per richiamare all ordine gli ospiti un po  troppo rumorosi.",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
Il personale della sala breakfast cortese e disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
il garage potrebbe tranquillamente essere aperto h24 invece che dalle 7 alle 24 è gestito in maniera completamente automatica.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Una volta seduti i camerieri hanno subito iniziato a portare via il buffet, nonostante, tra l'atro, ci fossero altri due tavoli oltre al nostro.",neutral,neutral,negative,negative,neutral,neutral,neutral,neutral
La colazione  abbondante e di qualità.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
La carenza di manutenzione sarebbe ora di ristrutturare,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Manca il bidet nel bagno in camera.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Al nostro arrivo non abbiamo trovato neanche un asciugamano, ma dopo averli richiesti li abbiamo ricevuti.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
il letto gigante e comodissimo,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Certamente la vicinanza alla stazione gioca un ruolo fondamentale nella mia scelta.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Purtroppo la temperatura della stanza è rimasta alta anche impostando il termostato al minimo, ma è una cosa tipica di quest tipo di struttura.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Camera al primo piano con finestra su strada molto trafficata e rumorosa nelle ore notturne.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Nel complesso l'hotel ha soddisfatto le nostre aspettative.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Siamo nel pieno centro storico di Napoli e quindi la location ha un suo fascino.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Piccole le stanze,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
La pulizia un pochino carente,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Ottima la posizione  In pieno centro.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"La disponibilita del personale , la camera , la posizione ,la colazione",neutral,positive,positive,positive,neutral,neutral,positive,neutral
bagni pieni di muffa...muri sporchi di ogni cosa...insetti spiccicati sui muri.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
La colazione era fino alle 10.30 ma alle 10.15 già stavano smantellando,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Arrivo in camera   quinto piano senza ascensore   tra scale sudice e buste della spazzatura nel mezzo, per trovarla con puzza di chiuso, bagno sporco e stanza poco gradevole.",negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
"La disponibilità dello staff, soprattutto di Marta, che con i suoi consigli ci ha reso la vacanza più piacevole e più pratica",neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Il WIFI funziona bene.,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
La colazione era pessima come se avessero assunto da qualche istante il personale che non sapeva cosa fare.,neutral,neutral,negative,negative,neutral,neutral,neutral,neutral
UNICA PECCA CHI ARRIVA TARDI LA NOTTE PER LAVORO DEVE METTERSI I NTESTA CHE NON SI SGARRA ALLE 11 FUORI DALLA STANZA .,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Servizio indecente e ineducato.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"camera spaziosa e pulita, confortevole.",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
Arredi vecchi Mura da ripitturare  Nessuna cura del particolare  Fotografie della stanza sul sito non rispecchiano la realtà  Prezzo troppo elevato per il servizio offerto,neutral,neutral,neutral,neutral,negative,neutral,neutral,negative
"Ottima colazione a buffet, personale della colazione cortese e disponibile",neutral,neutral,positive,positive,neutral,neutral,neutral,neutral
sala colazione molto bella,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"Camere piccole, wi fi pessimo, arredamento antiquato",neutral,negative,neutral,neutral,neutral,negative,neutral,neutral
camera piccola e pochi servizi,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
Arredamento moderno stile minimalista.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Hotel che appaga l'occhio più esigente attraverso un ingresso straordinario, stanze ben pulite e riposo garantito.",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
Molto bella la camera vista mare,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"No, nulla di design o ricercatezza fake.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
L'hotel è ubicato a 100 m dalla stazione centrale in un antico palazzo.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Stanza accogliente e dotata di tutti i comfort necessari.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Migliorerei anche l'offerta di cibi salati per la colazione.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Atrio palazzo pieno di spazzatura  puzzolente.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"AVEVO PRENOTATO CON BOOKING  AD UN CERTO PREZZO PER UNA NOTTE MA HO PAGATO ALTRA CIFRA,ESCLUDENDO  OVVIAMENTE TASSA DI SOGGIORNO PAGATA A PARTE   89euro",neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
Il bagno senza bidet.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
POCHI ASCIUGAMANI POCO SHAMPOO SAPONE ECC.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Il personale potrebbe essere più gentile e disponibile tanto per cominciare.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Bagno piccolo, ristorante stellato non all'altezza.",neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
"I 3 bagni in comune dotati di docce sono sempre puliti, così come le camere.",positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"l esterno della struttura è trascurato  ,   nella  zona e dintorni come tutte le  stazioni occorre prestare  molta attenzione",neutral,neutral,neutral,neutral,neutral,neutral,negative,negative
"La zona universitaria è accanto all'ostello e il centro dista veramente poco, come la stazione, a 15 minuti da lì.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Camera spaziosa e pulita.,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Mi ha lasciato perplessa che un 4 stelle presentasse un bagno con lavandino rotto,doccia spigolo rotta e parete dove appoggia il lavandino tutta screpolata",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Personale malfidato, per richiedere un taxi ho dovuto far rientrare nella hall tutti i miei colleghi altrimenti temeva che ne prendessimo un altro.",neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
Sarebbe meglio un bel box doccia al posto della vasca,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
spazio sotto al lavandino troppo ridotto per una doppia,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Di sera però la zona, per una donna da sola, non è il massimo.",neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
Le stanze e i bagni andrebbero rimodernati.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Non posso che parlare bene della mia breve permanenza.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"Noi abbiamo dovuto portare un medicinale dietro e usufruire del frigo,loro sono stati gentili a tenercelo e darcelo tutte le sere ad una certa ora.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Albergo pulito e molto elegante.,positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
Alle 16 cercavo di nuovo un po' di riposo e la cameriera passava l'aspirapolvere e si sentiva tutto.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Wifi Luogo in ottima zona,neutral,neutral,neutral,neutral,neutral,positive,positive,neutral
"Terrazza splendida con vista stupenda su Napoli e il Vesuvio, oasi di pace e tranquillità a poche centinaia di metri dal Museo di Capodimonte, camere un po' datate ma ampie, letti comodi, e soprattutto un letto matrimoniale intero e non formato da due singoli uniti, soluzione scomodissima spesso adottata anche da hotel di prestigio.",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
cordialità e simpatia del personale,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Sicuramente la posizione è ottimale per raggiungere in pochi minuti il centro città oppure la stazione centrale.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Per un 4 stelle avrei preferito alcuni prodotti della colazione freschi e non confezionati.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
E caro anzi è carissimo per tre notti ho pagato 360 euro,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
Negativo il fatto che abbiano dato la camera accanto alla reception proprio a me che ero lì per lavoro  lo avevo scritto  e dovevo poter riposare.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"pulito ,accogliente ,ben posizionato siamo andati in centro a piedi buona colazione",positive,positive,neutral,neutral,neutral,neutral,positive,neutral
poco rumore al mattino.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Ottima e abbondante colazione Parcheggio privato interrato,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Chi fornisce i cornetti alla struttura no. Troppe scale interne per raggiungere l'ascensore.,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
Colazione molto varia senza orrende macchine bevande.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Non  mi è  piaciuta la posizione frequentata da prostitute.,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
La posizione è eccezionale.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Aria condizionata freddissima in camera Il prezzo non era comprensivo della prima colazione TV vetusto con immagini da 16 9 su schermo TV 4 3, immagini distorte",neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
Abbiamo soggiornato in una camera interna molto tranquilla.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Collocato in posizione molto comoda.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
L albergo dista 15 min a piedi da piazza maggiore e per arrivarci si percorre una bella strada con i portici pieni di negozi e di movimento Nel complesso giudizio ottimo,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"La sala per la colazione è una mini camera, ci stanno due tavolini, per cui sono necessari i turni.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
La colazione è stata probabilmente la grande delusione.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"bisognerebbe fare una buona manutenzione alle camere, nel bagno c'è della muffa e alcune strutture della camera necessitano di una rinfrescata.",negative,neutral,neutral,neutral,neutral,neutral,neutral,negative
Staff gentile e professionale.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Colazione varia con spremuta di vere arance,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
le finestre sono alquanto vecchie e passa tantissimo rumore e non hanno le ante per ripararsi dalla luce che filtra ugualmente dalle tende.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Bella , accogliente, personale gentilissimo, accogliente come una casa",neutral,positive,neutral,positive,neutral,neutral,neutral,neutral
la colazione è molto varia,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Buona posizione per chi arriva dal porto e per la visita della città.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Bisogna migliorare riscaldamento e fare doppia porta verso l'esterno Camera fredda se si toglie chiave elettronica.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Personale cordiale e disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"Le camere sono silenziose,la doccia per portatori di handicap non aveva piatto doccia di conseguenza galleggiavamo nell'acqua.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Posizione eccellente, ottima pulizia e colazione.",positive,neutral,positive,neutral,neutral,neutral,positive,neutral
parcheggio non molto ampio,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
